ActionPerformed,ConnectionClassification,Priority,Date-Time,SourceIP,SourcePort,DestinationIP,DestinationPort,TimeToLive,TypeOfService,DataGramLength,AllFlags,Seq,Ack,Win,TCP_length,TCP_Options,NOP_NOP_TS,MSS,NOP_WS
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494206,10.2.23.128,60630,154.241.88.201,80,61,0x0 ,211,***AP*** ,0xBA733193 ,0x93B08F2A ,0xB7 ,32.0,3.0,6285967224391868,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494209,10.2.23.128,60634,154.241.88.201,80,61,0x0 ,196,***AP*** ,0xBCF86380 ,0x9627380C ,0xB7 ,32.0,3.0,6286612224394464,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494210,10.2.23.128,60636,154.241.88.201,80,61,0x0 ,693,***AP*** ,0xBE82DB6B ,0x971600C1 ,0xB7 ,32.0,3.0,6286928224395734,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494213,10.2.23.128,60640,154.241.88.201,80,61,0x0 ,301,***AP*** ,0xC08A42FD ,0x99A7C56F ,0xB7 ,32.0,3.0,6287552224398234,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494214,10.2.23.128,60642,154.241.88.201,80,61,0x0 ,302,***AP*** ,0xC1ED5A7D ,0x9A66C6B7 ,0xB7 ,32.0,3.0,6287865224399488,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494215,10.2.23.128,60644,154.241.88.201,80,61,0x0 ,654,***AP*** ,0xC32D557B ,0x9B290A79 ,0xB7 ,32.0,3.0,6288196224400740,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494218,10.2.23.128,60648,154.241.88.201,80,61,0x0 ,530,***AP*** ,0xC578C61E ,0x9E4FD4A9 ,0xB7 ,32.0,3.0,6288825224403288,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494219,10.2.23.128,60650,154.241.88.201,80,61,0x0 ,438,***AP*** ,0xC6051536 ,0x9ED10FF3 ,0xB7 ,32.0,3.0,6289143224404562,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494221,10.2.23.154,56749,7.204.241.161,25,240,0x10 ,169,***AP*** ,0xC849D545 ,0xE54FA4A6 ,0x418 ,20.0,0.0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494221,10.2.23.154,40990,154.241.88.201,80,61,0x0 ,266,***AP*** ,0xC855FE30 ,0xA1B32BF8 ,0xB7 ,32.0,3.0,6289764224407046,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494223,10.2.23.154,40992,154.241.88.201,80,61,0x0 ,376,***AP*** ,0xCA5D04A6 ,0xA29A76D0 ,0xB7 ,32.0,3.0,6290075224408296,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494224,10.2.23.154,40994,154.241.88.201,80,61,0x0 ,263,***AP*** ,0xCAEA9FBE ,0xA3FACB58 ,0xB7 ,32.0,3.0,6290385224409540,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494226,10.2.23.121,37425,7.204.241.161,25,240,0x10 ,169,***AP*** ,0xCC6BF4D6 ,0xFCD8A09F ,0x418 ,20.0,0.0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494226,10.2.23.121,36782,154.241.88.201,80,61,0x0 ,174,***AP*** ,0xCD0AD330 ,0xA58D8B58 ,0xB7 ,32.0,3.0,6291006224412025,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494228,10.2.23.121,36784,154.241.88.201,80,61,0x0 ,402,***AP*** ,0xCE671734 ,0xA6DA5FEE ,0xB7 ,32.0,3.0,6291321224413270,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494230,10.2.23.121,36788,154.241.88.201,80,61,0x0 ,726,***AP*** ,0xD07F68BF ,0xA979C46B ,0xB7 ,32.0,3.0,6291945224415767,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494231,10.2.23.107,37598,7.204.241.161,25,240,0x10 ,169,***AP*** ,0xD1C8D511 ,0x7F75EEA3 ,0x418 ,20.0,0.0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494231,10.2.23.107,60932,154.241.88.201,80,61,0x0 ,528,***AP*** ,0xD225C2BC ,0xAAFFA754 ,0xB7 ,32.0,3.0,6292259224417047,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494233,10.2.23.107,60934,154.241.88.201,80,61,0x0 ,497,***AP*** ,0xD3B42DE1 ,0xABC434A7 ,0xB7 ,32.0,3.0,6292575224418311,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494236,10.2.23.44,60855,7.204.241.161,25,240,0x10 ,169,***AP*** ,0xD5BD766D ,0xF56CFF28 ,0x418 ,20.0,0.0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494236,10.2.23.44,39307,154.241.88.201,80,61,0x0 ,518,***AP*** ,0xD6D32959 ,0xAF392E14 ,0xB7 ,32.0,3.0,6293533224422136,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494238,10.2.23.44,39309,154.241.88.201,80,61,0x0 ,625,***AP*** ,0xD836C576 ,0xB09CC8AD ,0xB7 ,32.0,3.0,6293846224423409,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494239,10.2.23.44,39311,154.241.88.201,80,61,0x0 ,623,***AP*** ,0xD8E523A2 ,0xB16AAB0C ,0xB7 ,32.0,3.0,6294167224424573,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494241,10.2.23.48,57024,7.204.241.161,25,240,0x10 ,169,***AP*** ,0xDB3832EF ,0xC49C7AA2 ,0x418 ,20.0,0.0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494244,10.2.23.48,47590,154.241.88.201,80,61,0x0 ,308,***AP*** ,0xDDFADC57 ,0xB6EFC175 ,0xB7 ,32.0,3.0,6295429224429665,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494245,10.2.23.48,47592,154.241.88.201,80,61,0x0 ,514,***AP*** ,0xDE91D170 ,0xB79970EE ,0xB7 ,32.0,3.0,6295740224430908,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494246,10.2.23.63,56927,7.204.241.161,25,240,0x10 ,169,***AP*** ,0xDF3FB1AE ,0x8A906B26 ,0x418 ,20.0,0.0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494246,10.2.23.63,56720,154.241.88.201,80,61,0x0 ,557,***AP*** ,0xE0226F15 ,0xB8530B06 ,0xB7 ,32.0,3.0,6296058224432163,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494249,10.2.23.63,56724,154.241.88.201,80,61,0x0 ,322,***AP*** ,0xE270CE20 ,0xBB2B37FE ,0xB7 ,32.0,3.0,6296688224434692,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494251,10.2.23.217,44240,7.204.241.161,25,240,0x10 ,169,***AP*** ,0xE3E313AA ,0xE723C629 ,0x418 ,20.0,0.0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494251,10.2.23.217,56398,154.241.88.201,80,61,0x0 ,503,***AP*** ,0xE53DCE92 ,0xBDA53A30 ,0xB7 ,32.0,3.0,6297314224437221,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494253,10.2.23.217,56400,154.241.88.201,80,61,0x0 ,722,***AP*** ,0xE5E4897C ,0xBEA3407E ,0xB7 ,32.0,3.0,6297627224438496,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494254,10.2.23.217,56402,154.241.88.201,80,61,0x0 ,470,***AP*** ,0xE7A0DF94 ,0xBF705D18 ,0xB7 ,32.0,3.0,6297950224439771,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494255,10.2.23.217,56404,154.241.88.201,80,61,0x0 ,755,***AP*** ,0xE8AA4E8A ,0xC176772C ,0xB7 ,32.0,3.0,6298269224441075,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494256,10.2.23.202,35357,7.204.241.161,25,240,0x10 ,169,***AP*** ,0xE908FBFE ,0xEA4A51A7 ,0x418 ,20.0,0.0,0,0,0
 (http_inspect) OVERSIZE REQUEST-URI DIRECTORY  ,0,3,1573494258,10.2.23.202,42140,154.241.88.201,80,61,0x0 ,669,***AP*** ,0xEB07EC14 ,0xC38BEFD8 ,0xB7 ,32.0,3.0,6298910224443625,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494260,10.2.23.202,42144,154.241.88.201,80,61,0x0 ,340,***AP*** ,0xECF84793 ,0xC650E806 ,0xB7 ,32.0,3.0,6299534224446151,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494261,10.2.23.15,48623,7.204.241.161,25,240,0x10 ,169,***AP*** ,0xEE11CB9F ,0x603AD529 ,0x418 ,20.0,0.0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494261,10.2.23.15,41874,154.241.88.201,80,61,0x0 ,343,***AP*** ,0xEE3EADB3 ,0xC6980EFC ,0xB7 ,32.0,3.0,6299844224447394,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494263,10.2.23.15,41876,154.241.88.201,80,61,0x0 ,313,***AP*** ,0xEF785598 ,0xC7C906AD ,0xB7 ,32.0,3.0,6300156224448649,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494265,10.2.23.15,39028,154.241.88.201,80,61,0x0 ,448,***AP*** ,0xF2F06B92 ,0xCA9F68DB ,0xB7 ,32.0,3.0,6300801224451181,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494266,10.2.23.18,56278,7.204.241.161,25,240,0x10 ,169,***AP*** ,0xF2D78467 ,0x6F0669A3 ,0x418 ,20.0,0.0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494268,10.2.23.18,37854,154.241.88.201,80,61,0x0 ,303,***AP*** ,0xF4CF7AB3 ,0xCCCF38CA ,0xB7 ,32.0,3.0,6301443224453758,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494270,10.2.23.18,37858,154.241.88.201,80,61,0x0 ,406,***AP*** ,0xF7B39E78 ,0xCF13A433 ,0xB7 ,32.0,3.0,6302073224456284,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494271,10.2.23.70,58127,7.204.241.161,25,240,0x10 ,169,***AP*** ,0xF7B68894 ,0x631857A3 ,0x418 ,20.0,0.0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494273,10.2.23.70,45991,154.241.88.201,80,61,0x0 ,410,***AP*** ,0xF9D1FE55 ,0xD12B040E ,0xB7 ,32.0,3.0,6302713224458835,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494274,10.2.23.70,45993,154.241.88.201,80,61,0x0 ,495,***AP*** ,0xFB252316 ,0xD2AFF6BC ,0xB7 ,32.0,3.0,6303026224460112,0,0
 (http_inspect) OVERSIZE REQUEST-URI DIRECTORY  ,0,3,1573494275,10.2.23.70,45995,154.241.88.201,80,61,0x0 ,774,***AP*** ,0xFC0BCA5B ,0xD412478F ,0xB7 ,32.0,3.0,6303350224461412,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494276,10.2.23.40,47447,7.204.241.161,25,240,0x10 ,169,***AP*** ,0xFD2AD660 ,0x9846A925 ,0x418 ,20.0,0.0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494278,10.2.23.40,37800,154.241.88.201,80,61,0x0 ,784,***AP*** ,0xFF0F1494 ,0xD6BB315A ,0xB7 ,32.0,3.0,6303984224463910,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494279,10.2.23.40,37802,154.241.88.201,80,61,0x0 ,366,***AP*** ,0x112145 ,0xD7FEFEEA ,0xB7 ,32.0,3.0,6304308224465194,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494280,10.2.23.40,37804,154.241.88.201,80,61,0x0 ,447,***AP*** ,0x17DEC51 ,0xD8FC50D3 ,0xB7 ,32.0,3.0,6304621224466481,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494281,10.2.23.98,59637,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x1DCAEA8 ,0xFFF9F39F ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494286,10.2.23.217,49071,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x610009E ,0x8043939D ,0x418 ,20.0,0.0,0,0,0
 WEB-PHP admin.php access  ,1,2,1573494290,10.2.28.32,36057,154.241.88.201,80,61,0x0 ,167,***AP*** ,0xE81E41DB ,0xE1DBDABA ,0x5C ,32.0,3.0,11705359224476180,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494290,10.2.23.217,43464,154.241.88.201,80,61,0x0 ,728,***AP*** ,0xA8DC54E ,0xE1CB316D ,0xB7 ,32.0,3.0,6307112224476411,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494291,10.2.23.28,53636,7.204.241.161,25,240,0x10 ,169,***AP*** ,0xA463837 ,0xFBD890A0 ,0x418 ,20.0,0.0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494292,10.2.23.28,52003,154.241.88.201,80,61,0x0 ,443,***AP*** ,0xB369A61 ,0xE3782393 ,0xB7 ,32.0,3.0,6307427224477688,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494293,10.2.23.28,52005,154.241.88.201,80,61,0x0 ,764,***AP*** ,0xD37E7D1 ,0xE3E72236 ,0xB7 ,32.0,3.0,6307742224478952,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494296,10.2.23.188,57697,7.204.241.161,25,240,0x10 ,169,***AP*** ,0xF854FFC ,0x73E9E1A3 ,0x418 ,20.0,0.0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494297,10.2.23.188,56356,154.241.88.201,80,61,0x0 ,575,***AP*** ,0x1022F764 ,0xE7EC4CFD ,0xB7 ,32.0,3.0,6308704224482760,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494298,10.2.23.188,56358,154.241.88.201,80,61,0x0 ,465,***AP*** ,0x11787B26 ,0xE977DDA9 ,0xB7 ,32.0,3.0,6309017224484084,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494299,10.2.23.188,56360,154.241.88.201,80,61,0x0 ,507,***AP*** ,0x12CC6E53 ,0xEAADF70F ,0xB7 ,32.0,3.0,6309354224485428,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494301,10.2.23.169,48509,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x148E8E60 ,0xE758FBA8 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494306,10.2.23.167,39951,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x1923212A ,0xABE6B221 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494311,10.2.23.231,59757,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x1DE96CDD ,0xDA71BB2A ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494316,10.2.23.122,44827,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x226EBB65 ,0xCF5B121 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494321,10.2.23.136,60613,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x274BE122 ,0xD94AD8A1 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494326,10.2.23.251,42216,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x2B5D09E5 ,0x95CF82B ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494331,10.2.23.115,37212,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x301493CC ,0xEE3E1EAB ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494336,10.2.23.47,55618,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x354691DD ,0xA744AFA1 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494341,10.2.23.193,49319,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x39C4A233 ,0xAE8D4429 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494346,10.2.23.252,56221,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x3E771449 ,0x593C8A7 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494351,10.2.23.37,33691,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x430C34DC ,0x57E70FA7 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494356,10.2.23.183,32881,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x4768C3C8 ,0x7E86E1A1 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494361,10.2.23.225,33017,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x4C8D3786 ,0xE3554625 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494366,10.2.23.220,46391,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x509D254C ,0xE33850AA ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494371,10.2.23.184,47388,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x55421506 ,0xCB20CBA5 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494381,10.2.23.127,42794,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x5F152080 ,0x326B71A9 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494386,10.2.23.189,45442,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x6436390D ,0xA2D57229 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494391,10.2.23.0,43064,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x68C2A49F ,0xF4EBA929 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494396,10.2.23.220,46403,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x6D87D840 ,0x1060ABAB ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494396,10.2.23.220,46404,7.204.241.161,25,240,0x10 ,176,***AP*** ,0x6CD60D09 ,0x3F896D29 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494396,10.2.23.220,46406,7.204.241.161,25,240,0x10 ,182,***AP*** ,0x6D9EDD8D ,0x5B54E6B1 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494396,10.2.23.220,46405,7.204.241.161,25,240,0x10 ,170,***AP*** ,0x6CE5F0FB ,0xCB6A6FA7 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494396,10.2.23.220,46408,7.204.241.161,25,240,0x10 ,177,***AP*** ,0x6D51896A ,0xADD25DAC ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494396,10.2.23.220,46407,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x6CD7481E ,0x65995A20 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494396,10.2.23.220,46411,7.204.241.161,25,240,0x10 ,190,***AP*** ,0x6D7693D4 ,0x1F92EBA9 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494396,10.2.23.220,46409,7.204.241.161,25,240,0x10 ,178,***AP*** ,0x6D7FBC48 ,0x1C8F76A7 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494396,10.2.23.220,46410,7.204.241.161,25,240,0x10 ,171,***AP*** ,0x6D8BDBB7 ,0x194B61B ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494401,10.2.23.8,58559,7.204.241.161,25,240,0x10 ,163,***AP*** ,0x71F38594 ,0x1DB0CC18 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494406,10.2.23.96,56736,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x76D04146 ,0x6C45A61E ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494411,10.2.23.135,39449,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x7B960381 ,0x460A1FA5 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494416,10.2.23.162,33627,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x7F77DF5E ,0xE9C1E2A6 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494421,10.2.23.18,56395,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x84D52A46 ,0x5D5A14A3 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494426,10.2.23.135,39455,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x88FFFA78 ,0x6A1B2C25 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494431,10.2.23.125,50495,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x8E0B8DF9 ,0xD6D664A5 ,0x418 ,20.0,0.0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494436,10.2.23.189,45470,7.204.241.161,25,240,0x10 ,169,***AP*** ,0x922353E2 ,0x49F8D3A6 ,0x418 ,20.0,0.0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494457,10.2.23.189,55531,154.241.88.201,80,61,0x0 ,417,***AP*** ,0xA69FDE8D ,0x7DD9F954 ,0xB7 ,32.0,3.0,6349062224644212,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494459,10.2.23.189,55533,154.241.88.201,80,61,0x0 ,690,***AP*** ,0xA77975EE ,0x7F110A99 ,0xB7 ,32.0,3.0,6349389224645513,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494460,10.2.23.189,55535,154.241.88.201,80,61,0x0 ,758,***AP*** ,0xA8B5A0EE ,0x80B7A7CD ,0xB7 ,32.0,3.0,6349718224646826,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494461,10.2.23.160,32867,7.204.241.161,25,240,0x10 ,169,***AP*** ,0xA9AFD4B7 ,0xD99EBCA7 ,0x418 ,20.0,0.0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494461,10.2.23.160,42911,154.241.88.201,80,61,0x0 ,786,***AP*** ,0xAA2C2A2C ,0x81D34619 ,0xB7 ,32.0,3.0,6350062224648201,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494463,10.2.23.160,42913,154.241.88.201,80,61,0x0 ,308,***AP*** ,0xABDB1F07 ,0x82CA8017 ,0xB7 ,32.0,3.0,6350400224649578,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494471,10.2.23.251,42287,7.204.241.161,25,240,0x10 ,169,***AP*** ,0xB2A3C871 ,0xE477C1AB ,0x418 ,20.0,0.0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494471,10.2.23.251,46227,154.241.88.201,80,61,0x0 ,401,***AP*** ,0xB43F5319 ,0x8B6993B5 ,0xB7 ,32.0,3.0,6352588224658351,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494473,10.2.23.251,46229,154.241.88.201,80,61,0x0 ,287,***AP*** ,0xB5113DD3 ,0x8C9C44FA ,0xB7 ,32.0,3.0,6352902224659613,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494474,10.2.23.251,46231,154.241.88.201,80,61,0x0 ,764,***AP*** ,0xB6582B67 ,0x8E46D8D0 ,0xB7 ,32.0,3.0,6353214224660863,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494475,10.2.23.251,46233,154.241.88.201,80,61,0x0 ,604,***AP*** ,0xB6F61D12 ,0x8EB3A7FA ,0xB7 ,32.0,3.0,6353534224662120,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494476,10.2.23.43,35565,7.204.241.161,25,240,0x10 ,169,***AP*** ,0xB7BEF602 ,0xFB33BFAB ,0x418 ,20.0,0.0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494478,10.2.23.43,40179,154.241.88.201,80,61,0x0 ,542,***AP*** ,0xB9A0069E ,0x9169F4A2 ,0xB7 ,32.0,3.0,6354161224664654,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494479,10.2.23.43,40181,154.241.88.201,80,61,0x0 ,746,***AP*** ,0xBA98EEC2 ,0x92F19B44 ,0xB7 ,32.0,3.0,6354475224665907,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573494480,10.2.23.43,40183,154.241.88.201,80,61,0x0 ,617,***AP*** ,0xBC8C6B87 ,0x93A999B0 ,0xB7 ,32.0,3.0,6354793224667131,0,0
 WEB-PHP admin.php access  ,1,2,1573494480,10.2.26.209,35568,154.241.88.201,80,61,0x0 ,176,***AP*** ,0x97AD944F ,0x93A65878 ,0x5C ,32.0,3.0,11752323224667403,0,0
 WEB-MISC /etc/passwd  ,1,2,1573494481,10.2.26.209,35570,154.241.88.201,80,61,0x0 ,168,***AP*** ,0x9826DBD2 ,0x94059347 ,0x5C ,32.0,3.0,11752447224667692,0,0
 WEB-PHP admin.php access  ,1,2,1573494481,10.2.26.209,35572,154.241.88.201,80,61,0x0 ,167,***AP*** ,0x9849941F ,0x93E742E0 ,0x5C ,32.0,3.0,11752543224667960,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573494481,10.2.23.147,47750,7.204.241.161,25,240,0x10 ,169,***AP*** ,0xBC4F08AF ,0x149FC79F ,0x418 ,20.0,0.0,0,0,0
 WEB-PHP admin.php access  ,1,2,1573494481,10.2.26.209,35574,154.241.88.201,80,61,0x0 ,176,***AP*** ,0x98BD8B8C ,0x94876086 ,0x5C ,32.0,3.0,11752651224668225,0,0
