Action Performed,Connection Classification,Priority,Date-Time,Source IP,Source Port,Destination IP,Destination Port,Protocol,TimeToLive,TypeOfService,DataGram Length,All Flags,Seq, Ack, Win, TCP length, TCP Options, NOP NOP TS, MSS, NOP WS, SackOK TS
 WEB-MISC SSLv2 openssl get shared ciphers overflow attempt  ,1,1,1573414358,10.1.10.64,1815,154.241.88.201,443,TCP,125,0x0 ,841,***AP*** ,0xC2A05917 ,0xA175A995 ,0x437E ,20.0,0.0,0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573414360,10.2.23.37,34414,154.241.88.201,80,TCP,61,0x0 ,488,***AP*** ,0x8E9AAA85 ,0xA39023FE ,0xB7 ,32.0,3.0,1826825 144511950 ,0,0,0
 (http_inspect) OVERSIZE REQUEST-URI DIRECTORY  ,0,3,1573414362,10.2.23.49,38815,154.241.88.201,80,TCP,61,0x0 ,776,***AP*** ,0x909A0EC5 ,0xA5A5345A ,0xB7 ,32.0,3.0,1827238 144513641 ,0,0,0
 WEB-MISC SSLv2 openssl get shared ciphers overflow attempt  ,1,1,1573414364,10.1.10.64,1816,154.241.88.201,443,TCP,125,0x0 ,834,***AP*** ,0x78CDF408 ,0xA7399387 ,0x437E ,20.0,0.0,0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573414364,10.2.23.210,35680,154.241.88.201,80,TCP,61,0x0 ,592,***AP*** ,0x91DF8BD5 ,0xA6EA659A ,0xB7 ,32.0,3.0,1827670 144515333 ,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573414367,10.2.23.182,49700,154.241.88.201,80,TCP,61,0x0 ,515,***AP*** ,0x94BD6B65 ,0xAA29082D ,0xB7 ,32.0,3.0,1828476 144518558 ,0,0,0
 (http_inspect) OVERSIZE REQUEST-URI DIRECTORY  ,0,3,1573414369,10.2.23.48,59579,154.241.88.201,80,TCP,61,0x0 ,794,***AP*** ,0x969F6525 ,0xABC2ED66 ,0xB7 ,32.0,3.0,1828895 144520254 ,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573414373,10.2.23.214,45419,154.241.88.201,80,TCP,61,0x0 ,530,***AP*** ,0x9B74E4A2 ,0xAFECFA0E ,0xB7 ,32.0,3.0,1830041 144524815 ,0,0,0
 WEB-MISC SSLv2 openssl get shared ciphers overflow attempt  ,1,1,1573414391,10.1.10.64,1819,154.241.88.201,443,TCP,125,0x0 ,1035,***AP*** ,0xA8AE7DFF ,0xC0A79D3E ,0x437E ,20.0,0.0,0,0,0,0
 WEB-MISC SSLv2 openssl get shared ciphers overflow attempt  ,1,1,1573414391,10.1.10.64,1820,154.241.88.201,443,TCP,125,0x0 ,917,***AP*** ,0xAD14EF78 ,0xC0640595 ,0x437E ,20.0,0.0,0,0,0,0
 WEB-MISC SSLv2 openssl get shared ciphers overflow attempt  ,1,1,1573414392,10.1.10.64,1821,154.241.88.201,443,TCP,125,0x0 ,917,***AP*** ,0x65C2F600 ,0xC127C14F ,0x437E ,20.0,0.0,0,0,0,0
 WEB-MISC SSLv2 openssl get shared ciphers overflow attempt  ,1,1,1573414396,10.1.10.64,1822,154.241.88.201,443,TCP,125,0x0 ,924,***AP*** ,0x5D268D4B ,0xC51412FD ,0x437E ,20.0,0.0,0,0,0,0
 WEB-MISC SSLv2 openssl get shared ciphers overflow attempt  ,1,1,1573414413,10.1.10.64,1823,154.241.88.201,443,TCP,125,0x0 ,938,***AP*** ,0x1B0BE0A2 ,0xD500F003 ,0x437E ,20.0,0.0,0,0,0,0
 WEB-MISC SSLv2 openssl get shared ciphers overflow attempt  ,1,1,1573414468,10.1.10.64,1825,154.241.88.201,443,TCP,125,0x0 ,1028,***AP*** ,0x1D4F0B49 ,0x9DBFD3C ,0x437E ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414746,10.2.23.141,47730,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0xF7F63699 ,0xDCD19E0D ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414746,10.2.23.141,47732,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0xF80DA89D ,0xD322CE85 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414746,10.2.23.141,47733,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0xF81503A9 ,0x54405289 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414746,10.2.23.141,47734,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0xF8DF5DE0 ,0xC40C618B ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414746,10.2.23.141,47731,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0xF8202496 ,0xA3E88991 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414746,10.2.23.141,47735,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0xF8B8D630 ,0x12CEB587 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414746,10.2.23.141,47737,7.204.241.161,25,TCP,240,0x10 ,151,***AP*** ,0xF8AD5886 ,0x30FDCF8B ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414746,10.2.23.141,47738,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0xF97CABB8 ,0x46D3BE91 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414746,10.2.23.141,47736,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0xF94CA6FE ,0xD97B3885 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414746,10.2.23.141,47739,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0xF9091B3F ,0x905D0E05 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414746,10.2.23.141,47741,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0xF96429F9 ,0x5450A185 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414746,10.2.23.141,47740,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0xF9414731 ,0x2A0BA48B ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414746,10.2.23.141,47742,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0xF8A0CC54 ,0xF00C680B ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414746,10.2.23.141,47744,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0xF9269E3A ,0xFB54EB0F ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414746,10.2.23.141,47743,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0xF9742695 ,0xC7C64E07 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414746,10.2.23.141,47735,7.204.241.161,25,TCP,240,0x10 ,146,***AP*** ,0xF8B8DC24 ,0x12CEB5F9 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414746,10.2.23.141,47738,7.204.241.161,25,TCP,240,0x10 ,146,***AP*** ,0xF97CB1AC ,0x46D3BF03 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414746,10.2.23.141,47737,7.204.241.161,25,TCP,240,0x10 ,147,***AP*** ,0xF8AD5E70 ,0x30FDCFFD ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414747,10.2.23.141,47745,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0xF92613D1 ,0xBAF9AF0D ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414747,10.2.23.141,47746,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0xF9476E8B ,0x2F523D0B ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414747,10.2.23.141,47747,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0xF9B2F172 ,0x57C1DC8F ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414835,10.2.23.141,47751,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0x4BBE7C61 ,0xE3E4D306 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414839,10.2.23.141,47753,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0x50CEA3E9 ,0xB93ACF06 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414845,10.2.23.141,47755,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0x556FBCBF ,0x1E8F3F10 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414850,10.2.23.141,47757,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0x596F48EA ,0x6D0B458C ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414855,10.2.23.141,41093,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0x5EF150B4 ,0x31D49A11 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414860,10.2.23.141,41095,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0x63A1AD24 ,0xA1638C0D ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414864,10.2.23.141,41097,7.204.241.161,25,TCP,240,0x10 ,152,***AP*** ,0x68856DF8 ,0xCE693D09 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414870,10.2.23.141,41099,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0x6DAD5EF1 ,0x73FD3E0B ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414875,10.2.23.141,41101,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0x721860A5 ,0x7DD1228E ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414880,10.2.23.141,41103,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0x7709A6C8 ,0xA84BDE0A ,0x418 ,20.0,0.0,0,0,0,0
 WEB-MISC SSLv2 openssl get shared ciphers overflow attempt  ,1,1,1573414884,10.1.10.64,1838,154.241.88.201,443,TCP,125,0x0 ,912,***AP*** ,0x749AE8D6 ,0x8F859910 ,0x43F8 ,20.0,0.0,0,0,0,0
 WEB-MISC SSLv2 openssl get shared ciphers overflow attempt  ,1,1,1573414884,10.1.10.64,1839,154.241.88.201,443,TCP,125,0x0 ,912,***AP*** ,0xDC1C6EFB ,0x8FE82018 ,0x437E ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414884,10.2.23.141,41105,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0x7BBFD80A ,0xCE4E1402 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414890,10.2.23.141,41107,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0x7FD54AD8 ,0x438DC04 ,0x418 ,20.0,0.0,0,0,0,0
 (http_inspect) OVERSIZE REQUEST-URI DIRECTORY  ,0,3,1573414893,10.2.23.108,59428,154.241.88.201,80,TCP,61,0x0 ,758,***AP*** ,0x83C71A85 ,0x9936F4D5 ,0xB7 ,32.0,3.0,1960745 145047599 ,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414895,10.2.23.233,40123,7.204.241.161,25,TCP,240,0x10 ,154,***AP*** ,0x84831B31 ,0x3481DA85 ,0x418 ,20.0,0.0,0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573414895,10.2.23.233,48146,154.241.88.201,80,TCP,61,0x0 ,617,***AP*** ,0x84CB5E84 ,0x99D78D39 ,0xB7 ,32.0,3.0,1961088 145048987 ,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573414896,10.2.23.12,53800,154.241.88.201,80,TCP,61,0x0 ,631,***AP*** ,0x871C67AC ,0x9B1436F8 ,0xB7 ,32.0,3.0,1961453 145050452 ,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573414899,10.2.23.179,59684,154.241.88.201,80,TCP,61,0x0 ,294,***AP*** ,0x89440248 ,0x9DECB68D ,0xB7 ,32.0,3.0,1962171 145053285 ,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573414902,10.2.23.151,49806,154.241.88.201,80,TCP,61,0x0 ,586,***AP*** ,0x8C271CBF ,0xA0E745EF ,0xB7 ,32.0,3.0,1962918 145056279 ,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573414904,10.2.23.36,35534,154.241.88.201,80,TCP,61,0x0 ,647,***AP*** ,0x8D8A7249 ,0xA1E7F06B ,0xB7 ,32.0,3.0,1963309 145057854 ,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573414905,10.2.23.120,57870,154.241.88.201,80,TCP,61,0x0 ,752,***AP*** ,0x8EF4B8A8 ,0xA3AC8223 ,0xB7 ,32.0,3.0,1963682 145059347 ,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573414906,10.2.23.9,50216,154.241.88.201,80,TCP,61,0x0 ,333,***AP*** ,0x90BD9287 ,0xA56116E6 ,0xB7 ,32.0,3.0,1964035 145060763 ,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573414909,10.2.23.191,50229,154.241.88.201,80,TCP,61,0x0 ,598,***AP*** ,0x929E7B44 ,0xA7B46F75 ,0xB7 ,32.0,3.0,1964654 145063231 ,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414980,10.2.23.156,55088,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0xD55233C3 ,0xD656FA0F ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414985,10.2.23.64,50925,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0xDA1CB43C ,0xA1978183 ,0x418 ,20.0,0.0,0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573414989,10.2.23.64,41453,154.241.88.201,80,TCP,61,0x0 ,689,***AP*** ,0xDDB8C8A6 ,0xF242D8CE ,0xB7 ,32.0,3.0,1984728 145143537 ,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414990,10.2.23.250,38502,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0xDF3179B4 ,0x22D02C87 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573414996,10.2.23.183,56594,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0xE3AA8AC7 ,0xF2E0D507 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415001,10.2.23.246,60936,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0xE7E90A5E ,0x25840D07 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415006,10.2.23.249,58930,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0xECF7D49F ,0xE1F79588 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415011,10.2.23.172,48549,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0xF163E758 ,0xD9C0BD8F ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415016,10.2.23.174,44862,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0xF6558733 ,0xF7053B91 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415021,10.2.23.219,42994,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0xFA97E126 ,0xA1A7D585 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415025,10.2.23.147,60421,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0x8BD19 ,0x825EE80F ,0x418 ,20.0,0.0,0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573415026,10.2.23.147,50730,154.241.88.201,80,TCP,61,0x0 ,738,***AP*** ,0x553623 ,0x14590B57 ,0xB7 ,32.0,3.0,1994040 145180764 ,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573415027,10.2.23.147,50732,154.241.88.201,80,TCP,61,0x0 ,390,***AP*** ,0x1BA5E56 ,0x1647CC2C ,0xB7 ,32.0,3.0,1994362 145182050 ,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573415028,10.2.23.147,50734,154.241.88.201,80,TCP,61,0x0 ,211,***AP*** ,0x2CAEFBD ,0x1791F30D ,0xB7 ,32.0,3.0,1994690 145183373 ,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573415031,10.2.23.146,58575,154.241.88.201,80,TCP,61,0x0 ,689,***AP*** ,0x49E8511 ,0x192A5AF9 ,0xB7 ,32.0,3.0,1995335 145185953 ,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573415034,10.2.23.146,58579,154.241.88.201,80,TCP,61,0x0 ,416,***AP*** ,0x6EE12AC ,0x1BDD3FED ,0xB7 ,32.0,3.0,1995984 145188553 ,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415035,10.2.23.45,49457,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0x8F2779B ,0xA72ABE07 ,0x418 ,20.0,0.0,0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573415037,10.2.23.45,48079,154.241.88.201,80,TCP,61,0x0 ,408,***AP*** ,0xB226FB8 ,0x1F2EF4F3 ,0xB7 ,32.0,3.0,1996939 145192390 ,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573415039,10.2.23.45,48081,154.241.88.201,80,TCP,61,0x0 ,324,***AP*** ,0xC1AC69C ,0x20FFE8BF ,0xB7 ,32.0,3.0,1997264 145193641 ,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573415041,10.2.23.64,41502,154.241.88.201,80,TCP,61,0x0 ,336,***AP*** ,0xE50DCF5 ,0x22CDDD25 ,0xB7 ,32.0,3.0,1997915 145196252 ,0,0,0
 (http_inspect) OVERSIZE REQUEST-URI DIRECTORY  ,0,3,1573415043,10.2.23.64,41504,154.241.88.201,80,TCP,61,0x0 ,774,***AP*** ,0x10116B57 ,0x242F3C42 ,0xB7 ,32.0,3.0,1998256 145197622 ,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573415044,10.2.23.64,41509,154.241.88.201,80,TCP,61,0x0 ,438,***AP*** ,0x11248775 ,0x258F8F7B ,0xB7 ,32.0,3.0,1998589 145198954 ,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415044,10.2.23.64,50980,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0x109833C1 ,0xFF5B7606 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415044,10.2.23.64,50981,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0x10F0D0A5 ,0x224880D ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415044,10.2.23.64,50979,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0x10CA8684 ,0xA502CF83 ,0x418 ,20.0,0.0,0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573415048,10.2.23.47,40629,154.241.88.201,80,TCP,61,0x0 ,584,***AP*** ,0x144FC767 ,0x29696BBA ,0xB7 ,32.0,3.0,1999526 145202726 ,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573415049,10.2.23.47,40631,154.241.88.201,80,TCP,61,0x0 ,638,***AP*** ,0x162BB6FF ,0x2B3E3E35 ,0xB7 ,32.0,3.0,1999849 145204021 ,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573415050,10.2.23.47,40633,154.241.88.201,80,TCP,61,0x0 ,427,***AP*** ,0x166EACDC ,0x2CAE1CD3 ,0xB7 ,32.0,3.0,2000176 145205281 ,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415051,10.2.23.82,57464,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0x177FF5DF ,0x4486308A ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415056,10.2.23.115,46364,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0x1B51F1D8 ,0x634E0205 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415061,10.2.23.92,37567,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0x20607541 ,0xE618570D ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415076,10.2.23.85,34692,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0x2E6A0DA1 ,0xBEFADE0A ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415081,10.2.23.34,45446,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0x33996C55 ,0xF3C59607 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415086,10.2.23.78,38350,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0x37E3E30E ,0x3A64528B ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415091,10.2.23.107,33013,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0x3C1D0E20 ,0x4318AA8D ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415096,10.2.23.198,48421,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0x40E4A505 ,0x30EDE090 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415101,10.2.23.119,38286,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0x45953072 ,0x2C021583 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415106,10.2.23.153,59414,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0x4ABFABEF ,0x1ACB7D02 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415111,10.2.23.186,40318,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0x4F2E31FE ,0xE8E30703 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415116,10.2.23.249,59012,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0x537251FE ,0xAEEB0E87 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415121,10.2.23.174,44942,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0x581D2A58 ,0xA445B86 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415126,10.2.23.192,51937,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0x5CFF4BB2 ,0x9DBD8286 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415140,10.2.23.12,55522,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0x6A099407 ,0x497C4489 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415145,10.2.23.40,60966,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0x6EE63391 ,0x1BAC5C10 ,0x418 ,20.0,0.0,0,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415150,10.2.23.160,52385,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0x73643A1A ,0x3C0D118D ,0x418 ,20.0,0.0,0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573415152,10.2.23.160,41137,154.241.88.201,80,TCP,61,0x0 ,276,***AP*** ,0x775DCAAE ,0x8C47E2A9 ,0xB7 ,32.0,3.0,2025776 145307662 ,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573415154,10.2.23.160,41139,154.241.88.201,80,TCP,61,0x0 ,646,***AP*** ,0x78BA97CD ,0x8DE46242 ,0xB7 ,32.0,3.0,2026151 145309163 ,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415155,10.2.23.40,50190,7.204.241.161,25,TCP,240,0x10 ,150,***AP*** ,0x7991134F ,0xDD5B07 ,0x418 ,20.0,0.0,0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573415155,10.2.23.40,42726,154.241.88.201,80,TCP,61,0x0 ,384,***AP*** ,0x79EB258A ,0x8EC4F809 ,0xB7 ,32.0,3.0,2026525 145310667 ,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573415158,10.2.23.40,42730,154.241.88.201,80,TCP,61,0x0 ,385,***AP*** ,0x7D3F7F90 ,0x9122B8C0 ,0xB7 ,32.0,3.0,2027261 145313624 ,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573415159,10.2.23.72,59736,154.241.88.201,80,TCP,61,0x0 ,414,***AP*** ,0x7DC42CCA ,0x92F633DF ,0xB7 ,32.0,3.0,2027626 145315088 ,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415160,10.2.23.72,54524,7.204.241.161,25,TCP,240,0x10 ,155,***AP*** ,0x7E0C5538 ,0xA0B6D711 ,0x418 ,20.0,0.0,0,0,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573415164,10.2.23.72,59742,154.241.88.201,80,TCP,61,0x0 ,328,***AP*** ,0x8251948D ,0x96D8FBD2 ,0xB7 ,32.0,3.0,2028700 145319394 ,0,0,0
 SMTP ClamAV recipient command injection attempt  ,1,1,1573415165,10.2.23.231,58349,7.204.241.161,25,TCP,240,0x10 ,153,***AP*** ,0x82CD22BC ,0xB0C04E8B ,0x418 ,20.0,0.0,0,0,0,0
